region,date,incid_hosp_features_hospit,incid_rea_features_hospit,incid_dc_features_hospit,incid_rad_features_hospit
Auvergne-Rhône-Alpes,2020-03-23,950,145,63,188
Auvergne-Rhône-Alpes,2020-03-30,2407,586,197,606
Auvergne-Rhône-Alpes,2020-04-06,2160,433,297,1061
Auvergne-Rhône-Alpes,2020-04-13,1523,212,243,1144
Auvergne-Rhône-Alpes,2020-04-20,1220,153,271,973
Auvergne-Rhône-Alpes,2020-04-27,857,85,195,860
Auvergne-Rhône-Alpes,2020-05-04,570,60,141,628
Auvergne-Rhône-Alpes,2020-05-11,404,44,115,593
Auvergne-Rhône-Alpes,2020-05-18,293,32,73,557
Auvergne-Rhône-Alpes,2020-05-25,232,20,63,428
Auvergne-Rhône-Alpes,2020-06-01,139,29,43,373
Auvergne-Rhône-Alpes,2020-06-08,92,12,32,299
Auvergne-Rhône-Alpes,2020-06-15,53,3,17,204
Auvergne-Rhône-Alpes,2020-06-22,77,7,12,170
Auvergne-Rhône-Alpes,2020-06-29,48,5,8,123
Auvergne-Rhône-Alpes,2020-07-06,45,5,8,74
Auvergne-Rhône-Alpes,2020-07-13,39,7,5,54
Auvergne-Rhône-Alpes,2020-07-20,36,5,5,54
Auvergne-Rhône-Alpes,2020-07-27,54,5,6,109
Auvergne-Rhône-Alpes,2020-08-03,51,8,3,95
Auvergne-Rhône-Alpes,2020-08-10,55,6,0,82
Auvergne-Rhône-Alpes,2020-08-17,92,11,10,71
Auvergne-Rhône-Alpes,2020-08-24,72,8,6,108
Auvergne-Rhône-Alpes,2020-08-31,152,25,5,91
Auvergne-Rhône-Alpes,2020-09-07,260,29,8,149
Auvergne-Rhône-Alpes,2020-09-14,388,53,22,180
Auvergne-Rhône-Alpes,2020-09-21,536,96,42,310
Auvergne-Rhône-Alpes,2020-09-28,569,90,57,432
Auvergne-Rhône-Alpes,2020-10-05,598,104,64,437
Auvergne-Rhône-Alpes,2020-10-12,898,127,76,474
Auvergne-Rhône-Alpes,2020-10-19,1603,224,136,587
Auvergne-Rhône-Alpes,2020-10-26,2844,337,233,1023
Auvergne-Rhône-Alpes,2020-11-02,3820,499,448,1680
Auvergne-Rhône-Alpes,2020-11-09,4467,602,614,2278
Auvergne-Rhône-Alpes,2020-11-16,3616,520,668,2511
Auvergne-Rhône-Alpes,2020-11-23,2621,368,620,2645
Auvergne-Rhône-Alpes,2020-11-30,1836,277,536,2063
Auvergne-Rhône-Alpes,2020-12-07,1578,222,438,1602
Auvergne-Rhône-Alpes,2020-12-14,1311,210,364,1436
Auvergne-Rhône-Alpes,2020-12-21,1374,187,304,1294
Auvergne-Rhône-Alpes,2020-12-28,1196,181,268,1052
Auvergne-Rhône-Alpes,2021-01-04,1149,159,288,818
Auvergne-Rhône-Alpes,2021-01-11,1381,208,305,1225
Auvergne-Rhône-Alpes,2021-01-18,1556,257,312,1285
Auvergne-Rhône-Alpes,2021-01-25,1506,244,339,1162
Auvergne-Rhône-Alpes,2021-02-01,1503,262,341,1195
Auvergne-Rhône-Alpes,2021-02-08,1403,193,251,1215
Auvergne-Rhône-Alpes,2021-02-15,1309,242,263,1206
Auvergne-Rhône-Alpes,2021-02-22,1164,228,257,1063
Auvergne-Rhône-Alpes,2021-03-01,1156,251,233,966
Auvergne-Rhône-Alpes,2021-03-08,1044,212,216,1006
Auvergne-Rhône-Alpes,2021-03-15,1046,235,177,846
Auvergne-Rhône-Alpes,2021-03-22,1124,267,237,981
Auvergne-Rhône-Alpes,2021-03-29,1436,285,193,980
Auvergne-Rhône-Alpes,2021-04-05,1567,360,212,1018
Auvergne-Rhône-Alpes,2021-04-12,1956,463,290,1381
Auvergne-Rhône-Alpes,2021-04-19,1679,400,251,1397
Auvergne-Rhône-Alpes,2021-04-26,720,172,120,668
Bourgogne-Franche-Comté,2020-03-23,457,79,57,183
Bourgogne-Franche-Comté,2020-03-30,1054,166,125,420
Bourgogne-Franche-Comté,2020-04-06,1089,182,185,500
Bourgogne-Franche-Comté,2020-04-13,788,98,145,505
Bourgogne-Franche-Comté,2020-04-20,612,66,167,419
Bourgogne-Franche-Comté,2020-04-27,434,57,138,426
Bourgogne-Franche-Comté,2020-05-04,284,36,57,277
Bourgogne-Franche-Comté,2020-05-11,250,28,70,302
Bourgogne-Franche-Comté,2020-05-18,111,16,33,210
Bourgogne-Franche-Comté,2020-05-25,97,12,25,233
Bourgogne-Franche-Comté,2020-06-01,88,4,17,274
Bourgogne-Franche-Comté,2020-06-08,46,4,13,123
Bourgogne-Franche-Comté,2020-06-15,44,3,10,136
Bourgogne-Franche-Comté,2020-06-22,16,2,3,65
Bourgogne-Franche-Comté,2020-06-29,18,2,3,26
Bourgogne-Franche-Comté,2020-07-06,20,1,4,66
Bourgogne-Franche-Comté,2020-07-13,52,5,16,57
Bourgogne-Franche-Comté,2020-07-20,20,3,3,32
Bourgogne-Franche-Comté,2020-07-27,11,0,1,55
Bourgogne-Franche-Comté,2020-08-03,18,1,0,32
Bourgogne-Franche-Comté,2020-08-10,13,0,1,9
Bourgogne-Franche-Comté,2020-08-17,19,1,1,10
Bourgogne-Franche-Comté,2020-08-24,17,3,2,25
Bourgogne-Franche-Comté,2020-08-31,13,1,0,12
Bourgogne-Franche-Comté,2020-09-07,28,4,0,16
Bourgogne-Franche-Comté,2020-09-14,38,3,3,21
Bourgogne-Franche-Comté,2020-09-21,70,5,4,35
Bourgogne-Franche-Comté,2020-09-28,114,19,8,74
Bourgogne-Franche-Comté,2020-10-05,97,23,8,70
Bourgogne-Franche-Comté,2020-10-12,137,19,16,71
Bourgogne-Franche-Comté,2020-10-19,300,44,23,125
Bourgogne-Franche-Comté,2020-10-26,571,71,47,205
Bourgogne-Franche-Comté,2020-11-02,872,127,80,356
Bourgogne-Franche-Comté,2020-11-09,1233,166,174,543
Bourgogne-Franche-Comté,2020-11-16,1103,139,158,659
Bourgogne-Franche-Comté,2020-11-23,885,139,183,640
Bourgogne-Franche-Comté,2020-11-30,661,96,177,638
Bourgogne-Franche-Comté,2020-12-07,693,92,137,557
Bourgogne-Franche-Comté,2020-12-14,822,80,180,579
Bourgogne-Franche-Comté,2020-12-21,745,90,154,585
Bourgogne-Franche-Comté,2020-12-28,636,86,164,444
Bourgogne-Franche-Comté,2021-01-04,643,88,163,405
Bourgogne-Franche-Comté,2021-01-11,721,78,143,588
Bourgogne-Franche-Comté,2021-01-18,785,95,160,584
Bourgogne-Franche-Comté,2021-01-25,769,94,198,607
Bourgogne-Franche-Comté,2021-02-01,648,83,139,495
Bourgogne-Franche-Comté,2021-02-08,642,97,128,577
Bourgogne-Franche-Comté,2021-02-15,499,81,119,530
Bourgogne-Franche-Comté,2021-02-22,500,69,101,486
Bourgogne-Franche-Comté,2021-03-01,382,73,79,410
Bourgogne-Franche-Comté,2021-03-08,403,76,69,390
Bourgogne-Franche-Comté,2021-03-15,346,68,78,358
Bourgogne-Franche-Comté,2021-03-22,423,76,80,410
Bourgogne-Franche-Comté,2021-03-29,488,72,70,355
Bourgogne-Franche-Comté,2021-04-05,563,97,81,393
Bourgogne-Franche-Comté,2021-04-12,689,126,136,475
Bourgogne-Franche-Comté,2021-04-19,593,102,95,512
Bourgogne-Franche-Comté,2021-04-26,270,61,41,226
Bretagne,2020-03-23,148,33,17,39
Bretagne,2020-03-30,315,65,22,109
Bretagne,2020-04-06,311,72,43,138
Bretagne,2020-04-13,285,33,49,204
Bretagne,2020-04-20,170,17,55,163
Bretagne,2020-04-27,117,11,15,133
Bretagne,2020-05-04,80,7,19,101
Bretagne,2020-05-11,46,12,8,75
Bretagne,2020-05-18,46,7,10,109
Bretagne,2020-05-25,40,4,5,50
Bretagne,2020-06-01,24,3,7,46
Bretagne,2020-06-08,21,2,4,46
Bretagne,2020-06-15,11,2,2,32
Bretagne,2020-06-22,7,0,0,23
Bretagne,2020-06-29,6,0,3,23
Bretagne,2020-07-06,3,0,2,16
Bretagne,2020-07-13,8,2,0,12
Bretagne,2020-07-20,16,1,2,10
Bretagne,2020-07-27,14,2,2,20
Bretagne,2020-08-03,11,6,3,15
Bretagne,2020-08-10,16,4,1,14
Bretagne,2020-08-17,16,4,0,11
Bretagne,2020-08-24,13,3,1,10
Bretagne,2020-08-31,14,3,0,15
Bretagne,2020-09-07,15,2,0,15
Bretagne,2020-09-14,76,8,1,24
Bretagne,2020-09-21,100,9,7,42
Bretagne,2020-09-28,73,15,8,36
Bretagne,2020-10-05,61,13,8,57
Bretagne,2020-10-12,90,13,5,53
Bretagne,2020-10-19,125,22,8,96
Bretagne,2020-10-26,225,40,21,101
Bretagne,2020-11-02,377,68,36,144
Bretagne,2020-11-09,411,58,49,240
Bretagne,2020-11-16,359,63,48,226
Bretagne,2020-11-23,206,21,51,245
Bretagne,2020-11-30,140,18,48,180
Bretagne,2020-12-07,156,20,36,134
Bretagne,2020-12-14,201,11,27,100
Bretagne,2020-12-21,168,19,44,112
Bretagne,2020-12-28,117,15,45,110
Bretagne,2021-01-04,144,15,32,120
Bretagne,2021-01-11,182,15,30,122
Bretagne,2021-01-18,247,26,45,180
Bretagne,2021-01-25,275,18,46,180
Bretagne,2021-02-01,288,36,62,165
Bretagne,2021-02-08,314,36,64,205
Bretagne,2021-02-15,236,28,56,205
Bretagne,2021-02-22,257,24,59,181
Bretagne,2021-03-01,219,28,51,222
Bretagne,2021-03-08,200,35,46,199
Bretagne,2021-03-15,224,29,39,176
Bretagne,2021-03-22,270,60,35,214
Bretagne,2021-03-29,331,62,38,213
Bretagne,2021-04-05,318,62,36,231
Bretagne,2021-04-12,342,78,44,305
Bretagne,2021-04-19,328,54,41,247
Bretagne,2021-04-26,145,34,19,140
Centre-Val de Loire,2020-03-23,127,37,7,16
Centre-Val de Loire,2020-03-30,488,102,46,92
Centre-Val de Loire,2020-04-06,651,130,81,238
Centre-Val de Loire,2020-04-13,580,70,84,274
Centre-Val de Loire,2020-04-20,404,48,84,303
Centre-Val de Loire,2020-04-27,298,35,70,199
Centre-Val de Loire,2020-05-04,229,27,45,175
Centre-Val de Loire,2020-05-11,146,10,38,215
Centre-Val de Loire,2020-05-18,75,13,30,166
Centre-Val de Loire,2020-05-25,52,3,22,75
Centre-Val de Loire,2020-06-01,15,2,10,88
Centre-Val de Loire,2020-06-08,17,2,13,53
Centre-Val de Loire,2020-06-15,9,2,6,50
Centre-Val de Loire,2020-06-22,21,4,15,69
Centre-Val de Loire,2020-06-29,6,0,2,23
Centre-Val de Loire,2020-07-06,6,0,3,30
Centre-Val de Loire,2020-07-13,3,1,5,23
Centre-Val de Loire,2020-07-20,3,0,2,61
Centre-Val de Loire,2020-07-27,7,1,2,34
Centre-Val de Loire,2020-08-03,25,3,2,114
Centre-Val de Loire,2020-08-10,16,1,1,54
Centre-Val de Loire,2020-08-17,38,5,9,99
Centre-Val de Loire,2020-08-24,18,8,3,22
Centre-Val de Loire,2020-08-31,15,4,2,26
Centre-Val de Loire,2020-09-07,43,10,2,22
Centre-Val de Loire,2020-09-14,51,10,4,26
Centre-Val de Loire,2020-09-21,85,11,8,52
Centre-Val de Loire,2020-09-28,75,9,6,43
Centre-Val de Loire,2020-10-05,96,18,14,69
Centre-Val de Loire,2020-10-12,118,29,9,70
Centre-Val de Loire,2020-10-19,194,40,10,98
Centre-Val de Loire,2020-10-26,302,54,23,128
Centre-Val de Loire,2020-11-02,554,69,50,194
Centre-Val de Loire,2020-11-09,582,107,78,300
Centre-Val de Loire,2020-11-16,565,97,62,345
Centre-Val de Loire,2020-11-23,410,58,99,367
Centre-Val de Loire,2020-11-30,300,54,84,305
Centre-Val de Loire,2020-12-07,373,35,76,263
Centre-Val de Loire,2020-12-14,368,41,70,275
Centre-Val de Loire,2020-12-21,308,41,69,215
Centre-Val de Loire,2020-12-28,253,38,60,269
Centre-Val de Loire,2021-01-04,275,46,54,186
Centre-Val de Loire,2021-01-11,349,46,68,242
Centre-Val de Loire,2021-01-18,370,46,74,231
Centre-Val de Loire,2021-01-25,438,75,93,255
Centre-Val de Loire,2021-02-01,418,74,98,283
Centre-Val de Loire,2021-02-08,379,60,79,351
Centre-Val de Loire,2021-02-15,366,69,93,296
Centre-Val de Loire,2021-02-22,321,53,73,232
Centre-Val de Loire,2021-03-01,394,93,75,311
Centre-Val de Loire,2021-03-08,316,72,49,301
Centre-Val de Loire,2021-03-15,357,69,61,264
Centre-Val de Loire,2021-03-22,340,91,51,299
Centre-Val de Loire,2021-03-29,403,96,54,293
Centre-Val de Loire,2021-04-05,432,97,56,348
Centre-Val de Loire,2021-04-12,519,121,60,396
Centre-Val de Loire,2021-04-19,518,122,54,424
Centre-Val de Loire,2021-04-26,234,68,40,200
Corse,2020-03-23,123,15,7,46
Corse,2020-03-30,116,16,12,49
Corse,2020-04-06,73,12,11,34
Corse,2020-04-13,20,9,8,20
Corse,2020-04-20,29,6,9,26
Corse,2020-04-27,16,0,3,21
Corse,2020-05-04,14,1,1,22
Corse,2020-05-11,3,0,1,8
Corse,2020-05-18,8,4,5,14
Corse,2020-05-25,1,0,1,6
Corse,2020-06-01,3,1,0,10
Corse,2020-06-08,3,0,0,5
Corse,2020-06-15,0,0,1,9
Corse,2020-06-22,0,0,0,0
Corse,2020-06-29,0,0,0,2
Corse,2020-07-06,1,0,0,3
Corse,2020-07-13,0,0,0,0
Corse,2020-07-20,0,0,0,1
Corse,2020-07-27,1,0,0,3
Corse,2020-08-03,0,0,0,1
Corse,2020-08-10,0,0,0,4
Corse,2020-08-17,0,0,0,0
Corse,2020-08-24,2,2,0,0
Corse,2020-08-31,7,2,0,2
Corse,2020-09-07,11,1,0,5
Corse,2020-09-14,12,2,2,12
Corse,2020-09-21,24,3,1,8
Corse,2020-09-28,6,1,3,8
Corse,2020-10-05,10,5,1,10
Corse,2020-10-12,18,1,0,9
Corse,2020-10-19,21,5,2,9
Corse,2020-10-26,39,9,5,14
Corse,2020-11-02,46,9,6,17
Corse,2020-11-09,51,9,11,34
Corse,2020-11-16,30,7,15,29
Corse,2020-11-23,22,3,5,39
Corse,2020-11-30,7,5,1,18
Corse,2020-12-07,6,3,3,15
Corse,2020-12-14,3,0,0,8
Corse,2020-12-21,3,1,2,9
Corse,2020-12-28,3,1,0,5
Corse,2021-01-04,12,5,0,11
Corse,2021-01-11,11,10,1,6
Corse,2021-01-18,30,9,3,10
Corse,2021-01-25,25,8,4,11
Corse,2021-02-01,29,7,2,12
Corse,2021-02-08,27,5,6,25
Corse,2021-02-15,24,10,7,21
Corse,2021-02-22,69,7,6,13
Corse,2021-03-01,25,6,3,17
Corse,2021-03-08,23,8,5,17
Corse,2021-03-15,31,6,5,15
Corse,2021-03-22,22,6,3,17
Corse,2021-03-29,56,2,7,22
Corse,2021-04-05,29,9,5,68
Corse,2021-04-12,30,10,7,28
Corse,2021-04-19,29,7,3,24
Corse,2021-04-26,18,3,4,18
Grand-Est,2020-03-23,1721,323,219,327
Grand-Est,2020-03-30,3852,698,613,1063
Grand-Est,2020-04-06,3616,628,725,1716
Grand-Est,2020-04-13,2562,270,564,1784
Grand-Est,2020-04-20,1716,193,435,1565
Grand-Est,2020-04-27,1245,139,280,1263
Grand-Est,2020-05-04,910,112,225,1087
Grand-Est,2020-05-11,658,68,169,831
Grand-Est,2020-05-18,567,52,167,871
Grand-Est,2020-05-25,373,52,89,586
Grand-Est,2020-06-01,256,42,60,615
Grand-Est,2020-06-08,243,24,74,481
Grand-Est,2020-06-15,124,24,32,361
Grand-Est,2020-06-22,115,12,28,226
Grand-Est,2020-06-29,66,5,18,158
Grand-Est,2020-07-06,86,9,23,218
Grand-Est,2020-07-13,33,8,6,142
Grand-Est,2020-07-20,45,8,13,90
Grand-Est,2020-07-27,35,5,8,181
Grand-Est,2020-08-03,42,3,14,95
Grand-Est,2020-08-10,57,3,7,110
Grand-Est,2020-08-17,55,3,11,51
Grand-Est,2020-08-24,59,7,8,93
Grand-Est,2020-08-31,83,9,26,136
Grand-Est,2020-09-07,82,9,15,125
Grand-Est,2020-09-14,114,7,27,179
Grand-Est,2020-09-21,129,15,13,84
Grand-Est,2020-09-28,128,25,12,151
Grand-Est,2020-10-05,158,29,17,124
Grand-Est,2020-10-12,205,29,18,153
Grand-Est,2020-10-19,290,51,22,139
Grand-Est,2020-10-26,674,84,58,221
Grand-Est,2020-11-02,1099,159,96,411
Grand-Est,2020-11-09,1406,205,158,687
Grand-Est,2020-11-16,1592,212,214,746
Grand-Est,2020-11-23,1277,176,244,880
Grand-Est,2020-11-30,1005,118,254,935
Grand-Est,2020-12-07,1033,102,243,710
Grand-Est,2020-12-14,1155,142,266,711
Grand-Est,2020-12-21,1350,144,271,777
Grand-Est,2020-12-28,1040,170,284,788
Grand-Est,2021-01-04,1070,170,278,723
Grand-Est,2021-01-11,1207,155,262,891
Grand-Est,2021-01-18,1217,178,257,896
Grand-Est,2021-01-25,1195,176,290,919
Grand-Est,2021-02-01,1074,169,306,885
Grand-Est,2021-02-08,955,156,226,885
Grand-Est,2021-02-15,841,138,245,822
Grand-Est,2021-02-22,816,142,188,786
Grand-Est,2021-03-01,805,164,180,661
Grand-Est,2021-03-08,819,147,171,655
Grand-Est,2021-03-15,842,180,168,643
Grand-Est,2021-03-22,988,220,182,625
Grand-Est,2021-03-29,1022,221,202,738
Grand-Est,2021-04-05,1011,223,168,709
Grand-Est,2021-04-12,1233,268,215,899
Grand-Est,2021-04-19,1100,259,197,913
Grand-Est,2021-04-26,496,105,74,415
Guadeloupe,2020-03-23,6,5,0,0
Guadeloupe,2020-03-30,52,14,4,18
Guadeloupe,2020-04-06,35,13,4,19
Guadeloupe,2020-04-13,19,6,2,16
Guadeloupe,2020-04-20,4,3,2,14
Guadeloupe,2020-04-27,6,3,3,9
Guadeloupe,2020-05-04,1,1,3,2
Guadeloupe,2020-05-11,0,0,2,1
Guadeloupe,2020-05-18,0,0,0,0
Guadeloupe,2020-05-25,0,1,1,1
Guadeloupe,2020-06-01,0,0,0,0
Guadeloupe,2020-06-08,0,0,0,1
Guadeloupe,2020-06-15,1,1,0,3
Guadeloupe,2020-06-22,2,0,0,3
Guadeloupe,2020-06-29,0,2,0,1
Guadeloupe,2020-07-06,1,1,1,0
Guadeloupe,2020-07-13,0,1,0,3
Guadeloupe,2020-07-20,0,0,1,0
Guadeloupe,2020-07-27,0,0,0,1
Guadeloupe,2020-08-03,0,0,0,1
Guadeloupe,2020-08-10,2,2,0,3
Guadeloupe,2020-08-17,3,1,2,0
Guadeloupe,2020-08-24,10,7,0,2
Guadeloupe,2020-08-31,20,9,1,7
Guadeloupe,2020-09-07,44,11,8,27
Guadeloupe,2020-09-14,68,19,5,33
Guadeloupe,2020-09-21,85,23,10,41
Guadeloupe,2020-09-28,162,28,20,104
Guadeloupe,2020-10-05,142,25,17,67
Guadeloupe,2020-10-12,102,19,24,81
Guadeloupe,2020-10-19,68,21,14,83
Guadeloupe,2020-10-26,54,5,15,44
Guadeloupe,2020-11-02,43,7,10,46
Guadeloupe,2020-11-09,34,8,5,41
Guadeloupe,2020-11-16,23,8,5,31
Guadeloupe,2020-11-23,14,4,10,28
Guadeloupe,2020-11-30,5,4,0,9
Guadeloupe,2020-12-07,8,2,2,16
Guadeloupe,2020-12-14,3,0,1,7
Guadeloupe,2020-12-21,9,3,1,21
Guadeloupe,2020-12-28,5,3,0,14
Guadeloupe,2021-01-04,2,2,0,3
Guadeloupe,2021-01-11,3,1,1,3
Guadeloupe,2021-01-18,11,3,1,6
Guadeloupe,2021-01-25,4,2,0,9
Guadeloupe,2021-02-01,15,3,1,10
Guadeloupe,2021-02-08,12,5,1,11
Guadeloupe,2021-02-15,4,2,3,18
Guadeloupe,2021-02-22,9,4,2,4
Guadeloupe,2021-03-01,12,5,3,20
Guadeloupe,2021-03-08,9,3,2,6
Guadeloupe,2021-03-15,18,8,2,5
Guadeloupe,2021-03-22,46,8,6,28
Guadeloupe,2021-03-29,30,4,6,13
Guadeloupe,2021-04-05,79,8,7,43
Guadeloupe,2021-04-12,50,11,3,29
Guadeloupe,2021-04-19,60,15,14,25
Guadeloupe,2021-04-26,53,4,6,27
Guyane,2020-03-23,0,0,0,0
Guyane,2020-03-30,0,0,0,0
Guyane,2020-04-06,15,1,0,8
Guyane,2020-04-13,15,0,0,7
Guyane,2020-04-20,7,2,0,16
Guyane,2020-04-27,5,0,1,6
Guyane,2020-05-04,5,0,0,1
Guyane,2020-05-11,5,0,0,2
Guyane,2020-05-18,13,0,0,7
Guyane,2020-05-25,15,0,0,12
Guyane,2020-06-01,29,2,0,17
Guyane,2020-06-08,52,1,0,40
Guyane,2020-06-15,87,9,2,54
Guyane,2020-06-22,137,8,4,86
Guyane,2020-06-29,147,17,8,107
Guyane,2020-07-06,171,19,5,151
Guyane,2020-07-13,142,13,8,129
Guyane,2020-07-20,167,13,8,155
Guyane,2020-07-27,161,11,4,166
Guyane,2020-08-03,135,10,1,158
Guyane,2020-08-10,111,3,5,120
Guyane,2020-08-17,110,6,3,124
Guyane,2020-08-24,113,4,3,112
Guyane,2020-08-31,78,5,3,82
Guyane,2020-09-07,58,7,3,83
Guyane,2020-09-14,32,3,1,52
Guyane,2020-09-21,27,3,2,42
Guyane,2020-09-28,21,5,0,21
Guyane,2020-10-05,28,2,2,25
Guyane,2020-10-12,20,4,2,19
Guyane,2020-10-19,12,0,0,17
Guyane,2020-10-26,24,2,0,23
Guyane,2020-11-02,23,1,1,18
Guyane,2020-11-09,16,1,0,23
Guyane,2020-11-16,12,0,0,13
Guyane,2020-11-23,8,1,0,9
Guyane,2020-11-30,20,0,0,18
Guyane,2020-12-07,22,0,1,18
Guyane,2020-12-14,19,0,0,19
Guyane,2020-12-21,26,5,0,26
Guyane,2020-12-28,35,4,0,26
Guyane,2021-01-04,30,2,1,31
Guyane,2021-01-11,36,2,2,23
Guyane,2021-01-18,47,6,2,40
Guyane,2021-01-25,56,9,0,41
Guyane,2021-02-01,41,11,1,45
Guyane,2021-02-08,24,3,3,34
Guyane,2021-02-15,15,2,1,20
Guyane,2021-02-22,24,3,3,20
Guyane,2021-03-01,9,1,2,17
Guyane,2021-03-08,14,1,1,12
Guyane,2021-03-15,6,4,0,8
Guyane,2021-03-22,10,4,2,8
Guyane,2021-03-29,13,4,3,8
Guyane,2021-04-05,14,2,1,10
Guyane,2021-04-12,34,7,1,15
Guyane,2021-04-19,31,9,2,27
Guyane,2021-04-26,25,2,0,9
